	geneID	chrom	strand	start	CAT_geneClass	FDmean	TSS2kFD	TSSFD	TSSvar	PseudoVarFD	TSS2kFD_scaled	TSSFD_scaled	TSSvar_scaled	PseudoVarFD_scaled	pseudoVarPlus1	pseudoVarPlus1_scaled	TSS2kRATIO
10103	ENSG00000125912.6	19	+	3185929	coding_mRNA	26.34016598340166	14.851574212893553	3.880597014925373	0.8356716417910447	5.0	-1.1832731174121702	-2.3132342236552077	0.008864867378179495	0.5149774551391602	27.0	1.885826051235199	0.5638375332278589
10104	ENSG00000126243.4	19	+	36427276	coding_mRNA	31.096990300969907	27.454772613693155	17.980099502487562	66.60960199004975	19.0	-0.33497103552489	-1.2063470215939764	0.5634034965241865	1.7474105060100555	19.0	1.228355050086975	0.8828755563793854
10108	ENSG00000126254.7	19	+	36119938	coding_mRNA	33.18308169183081	18.647176411794106	7.228855721393034	5.827363184079603	11.0	-1.2757569559808375	-2.277896254216853	0.044887342780797514	0.9654251337051392	23.0	1.5805349946022034	0.5619483019982668
10110	ENSG00000126261.8	19	+	34919297	coding_mRNA	38.42925707429257	20.331334332833585	7.4179104477611935	33.074477611940296	18.0	-1.4060633642294595	-2.40933276171708	0.1996389623519638	1.3984553813934326	36.0	1.834225833415985	0.5290587401554094
10113	ENSG00000126267.4	19	+	36139239	coding_mRNA	27.171082891710828	22.3928035982009	9.8955223880597	54.94402985074626	30.0	-0.4753311058317405	-1.7185289324886763	0.5437132415996617	2.9843239784240723	47.0	3.4205943346023564	0.824141006357621
10115	ENSG00000126456.11	19	-	50169114	coding_mRNA	27.58614138586141	17.23338330834583	3.228855721393035	3.2373631840796016	9.0	-0.9683615998520904	-2.278297228599662	0.02832399146114897	0.8418292999267578	42.0	2.6516358060762286	0.6247116284692997
10116	ENSG00000126457.16	19	+	50180528	coding_mRNA	24.15088491150885	12.684157921039482	11.910447761194028	13.971940298507464	12.0	-1.063858006826729	-1.1356411602959704	0.12026662585902599	1.1133339405059814	13.0	0.7590070962905884	0.5252046857709539
10119	ENSG00000126461.10	19	+	50145474	coding_mRNA	24.91950804919508	15.148425787106447	3.45273631840796	2.269004975124378	6.0	-0.8451764233711025	-1.8568269981080618	0.016976367021284973	0.5189863443374634	17.0	1.1249775886535645	0.6078942552638295
10120	ENSG00000126464.9	19	+	50094443	coding_mRNA	22.11898810118988	11.021989005497254	5.626865671641791	0.6750746268656717	4.0	-1.0721196413849077	-1.5933612579136938	0.006301257461743361	0.38645386695861816	17.0	1.2993172407150269	0.4983043959820354
10124	ENSG00000127220.5	19	-	17414208	coding_mRNA	26.56354364563544	16.504747626186905	5.293532338308458	4.948407960199005	7.0	-0.9096196514350928	-1.923452918802328	0.0404662795750282	0.6330119371414185	20.0	1.3875691890716553	0.6213307925465261
10125	ENSG00000127445.9	19	+	9946011	coding_mRNA	30.405359464053603	16.98950524737631	2.5074626865671643	1.5311940298507465	5.0	-1.3156233876813268	-2.7358023515388146	0.01472505124450267	0.4903242588043213	26.0	1.6207415461540222	0.5587667946324386
10126	ENSG00000127452.4	19	-	9929754	coding_mRNA	31.51004899510049	11.104447776111943	3.7910447761194033	1.7761194029850746	8.0	-1.4584191879951047	-1.981119166559248	0.00907273019034551	0.5717722177505493	30.0	1.6501387357711792	0.35240972738057563
10128	ENSG00000127511.5	19	+	16940209	coding_mRNA	33.41955804419558	20.166916541729137	9.039800995024876	21.488407960199	18.0	-1.1639023515219422	-2.141132100304561	0.16574193961632527	1.5808352231979368	15.0	0.8265105485916138	0.6034465361588405
10129	ENSG00000127526.9	19	-	16683219	coding_mRNA	29.3997600239976	16.21489255372314	3.203980099502488	1.94318407960199	6.0	-1.2764802439485503	-2.5361192605981784	0.018213380278910705	0.5808842182159424	23.0	1.6143676042556765	0.5515314594570739
10130	ENSG00000127527.9	19	-	16582781	coding_mRNA	33.735426457354265	16.932033983008495	1.6666666666666667	1.7733333333333332	5.0	-1.2779072795820976	-2.438846906026205	0.010256395341649144	0.3802525997161865	17.0	0.7824597358703613	0.5019066234248638
10133	ENSG00000127540.7	19	-	1605461	coding_mRNA	26.223377662233773	14.513743128435786	4.079601990049752	0.7836318407960199	3.0	-1.3157227013310393	-2.488127950412124	0.009893591402958736	0.3370871543884277	19.0	1.5113765001296997	0.5534658164702443
10141	ENSG00000128626.7	19	+	39421591	coding_mRNA	31.13088691130887	17.76111944027986	4.477611940298506	23.560746268656715	23.0	-1.2157073587743283	-2.4235711097717285	0.19480467875264054	2.0913804173469543	66.0	4.3141260743141165	0.5705304667637916
10143	ENSG00000129351.13	19	+	10765022	coding_mRNA	28.253574642535742	9.649175412293854	3.45273631840796	1.099004975124378	5.0	-1.4824672105569934	-1.9762223674290216	0.0069781214574040394	0.3984183073043823	17.0	0.9907717704772948	0.34152051676204626
10151	ENSG00000129911.4	19	-	1863578	coding_mRNA	21.946705329467047	5.607696151924038	2.199004975124378	1.8801990049751245	4.0	-1.4429135375592423	-1.7439383173463356	0.014663343227402856	0.3532438278198242	14.0	0.8958930373191833	0.2555142590990542
10153	ENSG00000129933.16	19	+	19431654	coding_mRNA	32.794820517948196	18.85307346326837	6.044776119402986	16.652985074626866	13.0	-1.2499217418548854	-2.398226174549084	0.1338515579100725	1.1654911041259766	28.0	1.800464391708374	0.5748796049348802
10163	ENSG00000130165.6	19	-	11670045	coding_mRNA	31.755324467553248	18.732133933033484	6.303482587064678	1.2824378109452736	5.0	-1.3107802006511435	-2.561720198066673	0.012991561135926859	0.5032484531402588	36.0	2.41432286798954	0.5898895459932549
10169	ENSG00000130202.5	19	+	45349554	coding_mRNA	27.099490050994905	12.140929535232384	7.885572139303482	1.2618407960199003	4.0	-1.0928225880232767	-1.4037048282907971	0.006734794428254226	0.2922266721725464	19.0	1.0473029017448423	0.4480132102997508
10171	ENSG00000130204.8	19	+	45394520	coding_mRNA	29.31206879312069	14.06896551724138	3.805970149253731	15.297164179104474	11.0	-1.279448978416715	-2.140886358360746	0.10777302664301637	0.9232988357543944	26.0	1.63650381565094	0.4799717691895993
10173	ENSG00000130244.8	19	+	38893786	coding_mRNA	30.82841715828417	14.136931534232886	4.835820895522388	12.807910447761193	13.0	-1.3741334630869912	-2.139851252237956	0.08680527207579222	1.0702303647994995	28.0	1.6447647362947464	0.4585681925104619
10174	ENSG00000130254.7	19	-	5622787	coding_mRNA	29.740725927407254	14.446276861569213	5.711442786069652	8.546318407960197	11.0	-1.2742761238862104	-2.00202975284994	0.05932510371844685	0.9164787530899048	33.0	2.0295935273170467	0.4857405598246141
10175	ENSG00000130255.8	19	+	5690307	coding_mRNA	23.252474752524748	15.076461769115443	2.930348258706468	8.945124378109451	15.0	-0.7674216956639293	-1.9074872631338695	0.07880819076281227	1.4079387784004211	51.0	3.5332325100898743	0.6483809542671772
10184	ENSG00000130309.6	19	+	17666491	coding_mRNA	27.318568143185683	17.681159420289855	6.487562189054726	16.151094527363185	13.0	-1.0224745966799405	-2.2100519795915967	0.1817968918889003	1.379226565361023	25.0	2.0019778013229366	0.6472213085113769
10185	ENSG00000130311.6	19	+	17420373	coding_mRNA	27.176582341765823	16.458770614692654	6.348258706467662	12.33810945273632	13.0	-0.9459642646410714	-1.8383276907365715	0.0961138345203893	1.1473923921585083	34.0	2.1765525341033936	0.6056232681398757
10186	ENSG00000130312.2	19	+	17416681	coding_mRNA	22.46645335466453	19.073463268365817	6.7611940298507465	9.05268656716418	14.0	-0.3251291206353221	-1.5049372650497588	0.08312354404869797	1.341532826423645	36.0	2.436967968940735	0.8489752684709242
10188	ENSG00000130332.10	19	-	2328580	coding_mRNA	26.07039296070393	17.29585207396302	5.303482587064677	6.5324378109452725	10.0	-0.9370783954171809	-2.2178052883243087	0.07450377684898245	1.0679514408111572	27.0	1.9730109870433807	0.6634288980619957
10190	ENSG00000130382.7	19	-	6279966	coding_mRNA	31.953604639536053	14.298850574712644	2.0646766169154227	0.8507960199004975	3.0	-1.4016019365732102	-2.3728667811967843	0.0053623085838963675	0.23816847801208496	10.0	0.6116818189620972	0.4474878729963612
10192	ENSG00000130402.7	19	+	39138289	coding_mRNA	29.07139286071393	17.323338330834588	1.462686567164179	0.8098507462686567	4.0	-1.150136936653772	-2.702898019581885	0.007761983486487019	0.3916008472442627	21.0	1.4336706399917605	0.5958895197706452
10196	ENSG00000130479.6	19	+	17830289	coding_mRNA	27.63483651634836	19.597201399300353	13.159203980099502	56.37452736318408	20.0	-0.8051443939683199	-1.4500502085507805	0.5656839785158891	2.0034360587596893	22.0	1.6231331825256348	0.7091484470229065
10197	ENSG00000130511.11	19	+	18530212	coding_mRNA	25.45175482451755	16.209895052473758	6.900497512437812	0.8300497512437811	4.0	-0.7761619198119741	-1.5579958916896612	0.005854502783755609	0.33593320846557617	8.0	0.5115008354187012	0.63688712877506
10199	ENSG00000130517.9	19	+	18451408	coding_mRNA	32.24157584241576	22.23338330834583	6.537313432835821	11.709850746268653	13.0	-1.11713043569044	-2.8691507749889618	0.14589746154837022	1.4510806798934937	29.0	2.1655773520469666	0.689587364371206
10205	ENSG00000130544.7	19	+	7069719	coding_mRNA	32.59144085591441	17.95152423788106	8.890547263681592	11.827960199004975	10.0	-1.2575822765550304	-2.0359285079424656	0.08727814791674847	0.8590092658996582	30.0	1.8591710925102236	0.5508048667514918
10207	ENSG00000130669.13	19	+	39616434	coding_mRNA	30.629037096290368	16.999500249875062	10.522388059701491	4.110746268656716	7.0	-1.3637094840310562	-2.0117798741184063	0.04115304886868913	0.7003880739212036	13.0	0.852934718132019	0.5550125587178172
10209	ENSG00000130725.3	19	-	59070289	coding_mRNA	19.492050794920512	9.92103948025987	4.711442786069653	1.146318407960199	6.0	-1.0354671222099598	-1.5990821751789075	0.01341721054721575	0.6491271257400513	13.0	1.0246182680130005	0.5089787413669793
10210	ENSG00000130726.7	19	+	59055823	coding_mRNA	23.70982901709829	9.444277861069468	3.7810945273631833	1.9418407960199005	4.0	-1.3364758764685452	-1.8670342537894176	0.017043504199809132	0.3747421503067017	8.0	0.5797388553619385	0.3983275397835533
10212	ENSG00000130734.5	19	+	10654580	coding_mRNA	29.398560143985602	19.708145927036483	9.388059701492537	7.59865671641791	9.0	-0.959287432669804	-1.980908280581384	0.0744645604208787	0.89094078540802	18.0	1.1472103595733645	0.6703779311133509
10213	ENSG00000130748.6	19	-	47551882	coding_mRNA	33.552844715528444	13.683658170914542	3.3980099502487566	5.010796019900497	9.0	-1.4249425189069722	-2.1625901579263798	0.025771597371151103	0.6454458236694336	19.0	0.9998942613601683	0.4078240842744898
10214	ENSG00000130749.5	19	-	47615511	coding_mRNA	23.388561143885607	8.938530734632684	4.875621890547262	3.4294527363184084	6.0	-1.1917474823410454	-1.5268306061996155	0.02332683192734944	0.4948421716690064	9.0	0.5584012269973755	0.3821753155161258
10218	ENSG00000130803.10	19	+	9251104	coding_mRNA	34.362863713628634	25.40029985007496	8.218905472636816	71.7418407960199	26.0	-0.7064206769512124	-2.060641706286378	0.4456919628487226	2.0492950677871704	69.0	3.296226799488068	0.7391787850324292
10219	ENSG00000130810.15	19	+	10217038	coding_mRNA	25.802919708029197	15.879060469765117	6.522388059701491	2.260746268656717	5.0	-1.1213964320894243	-2.178700692618071	0.02886748318839688	0.565000057220459	24.0	1.8664764165878296	0.6153978173572338
10220	ENSG00000130811.6	19	-	10230575	coding_mRNA	29.552344765523447	18.322338830584712	8.810945273631843	7.66407960199005	13.0	-1.1390362517430686	-2.1037572047010578	0.07884517850454374	1.3185631036758425	38.0	2.482513308525085	0.6199961111701714
10222	ENSG00000130813.13	19	+	10197001	coding_mRNA	31.854614538546144	17.658670664667667	5.945273631840797	10.441990049751244	11.0	-1.3268870676735949	-2.4217318794620573	0.09122686285402216	1.0281640291213991	26.0	1.6876935958862305	0.5543520435100394
10224	ENSG00000130818.6	19	-	9649289	coding_mRNA	37.65033496650335	27.033983008495756	20.283582089552237	32.974179104477614	23.0	-1.0265223509047938	-1.679235949000316	0.30829052033942983	2.2239290177822117	58.0	3.5684399604797363	0.7180276890643144
10230	ENSG00000131115.11	19	+	44716691	coding_mRNA	36.945505449455055	28.48275862068965	16.562189054726367	93.73736318407958	27.0	-0.7771131391234432	-1.871749605112408	0.7904211146948761	2.4793433547019963	62.0	3.562057912349701	0.7709397469106699
10234	ENSG00000131351.10	19	-	17186262	coding_mRNA	28.294870512948705	11.496751624187903	2.8407960199004973	1.6245273631840795	6.0	-1.3636985826550394	-2.066403134545284	0.010706378536819256	0.4870898723602295	17.0	1.055334448814392	0.4063192874102957
10238	ENSG00000131408.9	19	+	50879748	coding_mRNA	29.328067193280674	12.409795102448776	7.875621890547262	11.419452736318407	12.0	-1.3987335290970175	-1.7736004484233572	0.07805547423456789	0.9921109676361084	18.0	1.1194196939468384	0.4231371614318987
10240	ENSG00000131845.10	19	+	57862650	coding_mRNA	35.433656634336565	25.090954522738627	15.203980099502488	3.3031840796019902	8.0	-1.2165982568192515	-2.379589869608333	0.045704522778026696	0.9410293102264404	24.0	1.9488948583602903	0.7081107880473317
10241	ENSG00000131848.5	19	-	56826208	coding_mRNA	32.42945705429457	17.706146926536736	10.109452736318408	13.497960199004975	13.0	-1.2545480091759618	-1.9018493161272647	0.09800130922354196	1.1077077388763428	22.0	1.268187403678894	0.5459896197735429
10242	ENSG00000131849.10	19	-	58951520	coding_mRNA	34.043595640435946	16.41729135432284	10.044776119402988	2.9729850746268656	7.0	-1.4625146903287525	-1.9912640396042252	0.020467777051649837	0.580814003944397	25.0	1.5007418394088743	0.4822431663129872
10245	ENSG00000131943.13	19	-	30206168	coding_mRNA	32.38996100389961	21.251874062968515	11.457711442786069	9.589452736318409	11.0	-0.7430349053449179	-1.3964150331506682	0.04267672842016748	0.7338229417800903	30.0	1.446322321891785	0.6561253365019453
10251	ENSG00000132005.4	19	-	14117132	coding_mRNA	26.575542445755424	8.907046476761618	7.721393034825871	7.771990049751244	9.0	-1.5195345986506037	-1.6215037481108707	0.057484957893486614	0.7740224599838257	6.0	0.3787202835083008	0.33515953606374005
10252	ENSG00000132010.11	19	-	12251165	coding_mRNA	35.98910108989101	22.711144427786106	9.945273631840797	35.97199004975124	25.0	-1.2068013847355956	-2.367060551595925	0.2971485341467539	2.2721895575523376	70.0	4.082209587097168	0.6310561736749087
10254	ENSG00000132017.6	19	+	14063321	coding_mRNA	31.741125887411254	16.749625187406302	4.114427860696518	1.2918407960199003	6.0	-1.2492012167977786	-2.3020580918041627	0.008969816246578253	0.4999637603759766	14.0	0.7869465351104736	0.5276947404707314
10255	ENSG00000132024.13	19	+	14017014	coding_mRNA	35.268773122687726	20.49975012493753	7.741293532338308	2.45273631840796	8.0	-1.3164368367575665	-2.4536618534012216	0.01948710471372179	0.7130799293518066	28.0	1.6058947443962095	0.5812436416097058
10260	ENSG00000133250.9	19	-	8579051	coding_mRNA	24.47515248475153	14.308345827086455	5.696517412935322	4.952437810945273	9.0	-1.1544691203297048	-2.132366124670304	0.06385787379741771	1.0219749212265017	20.0	1.6726144552230835	0.5846070146447839
10261	ENSG00000133265.6	19	-	55791478	coding_mRNA	30.543145685431462	19.93953023488256	8.059701492537313	5.766417910447762	13.0	-0.9562720430848272	-2.027637544556044	0.046898726420732416	1.1723865270614624	53.0	3.2129546403884888	0.6528315858570312
10263	ENSG00000134815.14	19	+	47852572	coding_mRNA	30.5975402459754	17.97001499250375	0.7412935323383084	0.9027363184079604	4.0	-1.2113178970905645	-2.8640137904912084	0.008306930920174479	0.38370728492736816	25.0	1.629009246826172	0.5873026017137899
10266	ENSG00000141854.3	19	+	14181136	coding_mRNA	28.294470552944702	36.36781609195402	40.13930348258707	31.02049751243781	22.0	0.6348500054930968	0.931422076730141	0.1918156108324727	1.7299767471849918	16.0	0.980232998728752	1.2853329778305076
10278	ENSG00000141985.5	19	-	4400522	coding_mRNA	26.258974102589736	12.858070964517742	0.11442786069651742	0.2818407960199005	3.0	-0.9832111860828838	-1.918199869530711	0.0015171529516483046	0.2201070785522461	19.0	1.0812524557113647	0.4896638731689689
10279	ENSG00000141994.11	19	-	5791174	coding_mRNA	29.845515448455156	17.436781609195403	11.089552238805972	0.6419402985074627	5.0	-1.247766740800257	-1.8860157271522788	0.006490920491439418	0.5027775764465332	14.0	0.95960795879364	0.5842345607771353
10280	ENSG00000142002.12	19	-	4723781	coding_mRNA	30.332966703329674	16.790604697651176	5.4278606965174125	1.3760199004975124	4.0	-1.3323045276191043	-2.4501771096566425	0.013318115598186074	0.3935220241546631	30.0	2.1771522760391235	0.5535431091152736
10282	ENSG00000142039.3	19	+	41816077	coding_mRNA	28.26707329267073	21.373313343328334	12.278606965174127	74.12199004975125	24.0	-0.8399580607059477	-1.9480865941711918	1.1003984781894498	2.9242377877235413	37.0	2.869418680667877	0.7561204912172547
10283	ENSG00000142046.10	19	+	41869852	coding_mRNA	24.81031896810319	15.045977011494253	6.900497512437812	2.9500497512437813	8.0	-1.0659753775316243	-1.9552191478102956	0.0351590913421996	0.8733619451522827	18.0	1.4971430897712708	0.6064402892537482
10286	ENSG00000142230.7	19	+	47634146	coding_mRNA	32.495350464953496	21.746126936531734	6.890547263681593	9.467960199004978	13.0	-1.077619488485556	-2.566904878141868	0.09515530797264593	1.3032618761062622	35.0	2.2871597707271576	0.6692073365998963
10296	ENSG00000142409.4	19	-	56632664	coding_mRNA	30.078992100789925	12.595702148925538	6.1044776119402995	4.844029850746269	8.0	-1.4603959651941294	-2.002614190329367	0.033798844591177386	0.6682476997375488	8.0	0.4842525720596314	0.4187541293511213
10297	ENSG00000142444.6	19	+	11039487	coding_mRNA	30.74562543745625	17.502748625687158	9.293532338308458	5.078407960199005	9.0	-1.3188480809293706	-2.1363977282794555	0.050367733573517766	0.8963031768798828	17.0	1.2446647882461548	0.5692760637213842
10299	ENSG00000142453.7	19	+	10982229	coding_mRNA	26.715228477152287	9.463268365817092	2.144278606965174	1.4440796019900497	4.0	-1.550150151865772	-2.2077875232222066	0.011659019869258509	0.35941433906555176	5.0	0.3185845613479614	0.3542274914066477
10300	ENSG00000142459.4	19	+	7895104	coding_mRNA	32.24917508249175	11.140929535232381	2.7213930348258706	0.41199004975124376	3.0	-1.5191096246451037	-2.125043322197833	0.002133831264734364	0.21590256690979004	19.0	1.0872842073440552	0.3454640159549648
10305	ENSG00000142534.2	19	+	49999700	coding_mRNA	24.26617338266173	13.2143928035982	5.069651741293534	3.5151243781094528	10.0	-1.1269483877041528	-1.9574663716169136	0.03654973488185477	1.0196983814239502	28.0	2.0963020920753483	0.5445602236172898
10308	ENSG00000142541.12	19	+	49990865	coding_mRNA	26.76612338766123	14.414292853573215	3.6517412935323375	4.018109452736319	8.0	-1.1802376118422984	-2.208617022974574	0.03668580235309301	0.7644131183624268	27.0	1.941800057888031	0.5385274753765044
10309	ENSG00000142544.6	19	-	51611636	coding_mRNA	30.413058694130587	17.02198900549725	3.557213930348259	3.8479601990049748	9.0	-1.2565899259954885	-2.520096246282853	0.033883414210650366	0.8445410728454591	19.0	1.193249225616455	0.5596934256659399
10313	ENSG00000142556.14	19	-	52531631	coding_mRNA	38.665033496650345	26.57771114442779	16.51741293532338	8.92094527363184	14.0	-1.1279968860177978	-2.0668305194199976	0.07769023954223497	1.3064892292022705	36.0	2.250584781169892	0.6873836316921926
10314	ENSG00000152433.10	19	+	57874919	coding_mRNA	33.46645335466453	18.582208895552228	8.487562189054726	14.341094527363186	11.0	-1.3478340274881924	-2.261948851210561	0.11759842946654513	0.9960983991622924	13.0	0.8716771602630615	0.5552488248045038
10315	ENSG00000152439.8	19	+	58011306	coding_mRNA	37.005799420058	20.145927036481762	11.497512437810945	22.221243781094532	15.0	-1.199277573532466	-1.8144571615095757	0.1124343966440034	1.066981077194214	47.0	2.5274607539176936	0.5443991847818913
10316	ENSG00000152443.8	19	+	58258183	coding_mRNA	39.182481751824824	30.909545227386307	13.378109452736318	6.3663184079601995	14.0	-0.7851195908163203	-2.4488908491324435	0.057337751650135466	1.328630447387695	55.0	2.9305297434329987	0.7888613442905968
10317	ENSG00000152454.3	19	-	58459074	coding_mRNA	36.661633836616346	21.65717141429285	15.00497512437811	10.894975124378108	12.0	-1.28383629976668	-1.853022352973027	0.07976356419902951	1.0267635583877563	22.0	1.3526090383529663	0.5907312126570431
10319	ENSG00000152475.6	19	-	58892397	coding_mRNA	28.96560343965604	14.052473763118439	6.577114427860696	3.1452736318407966	6.0	-1.3932262874845562	-2.0915952665888846	0.02745137985339566	0.5605368614196777	22.0	1.5400036573410034	0.4851434838011893
10320	ENSG00000153879.4	19	+	33864638	coding_mRNA	33.97140285971402	13.065467266366815	1.611940298507463	0.23865671641791045	1.0	-1.4507219282648889	-2.2455145636601235	0.0011492221305169426	0.06939291954040527	9.0	0.4819633960723877	0.3846019347602769
10322	ENSG00000153896.13	19	-	35264112	coding_mRNA	40.33896610338965	30.172913543228386	16.402985074626866	25.63179104477612	21.0	-0.7717073391573778	-1.8169857195360744	0.14769967168391346	1.5941148400306702	35.0	1.8859219551086424	0.7479843054453736
10326	ENSG00000159882.8	19	+	44488340	coding_mRNA	40.28167183281672	28.12593703148426	12.800995024875624	24.04019900497513	23.0	-1.066122099571023	-2.410200403104374	0.18492240687689188	2.017221450805664	59.0	3.079982534050941	0.6982316212747304
10327	ENSG00000159885.9	19	+	44488340	coding_mRNA	40.28167183281672	28.12593703148426	12.800995024875624	24.04019900497513	23.0	-1.066122099571023	-2.410200403104374	0.18492240687689188	2.017221450805664	59.0	3.079982534050941	0.6982316212747304
10330	ENSG00000159917.10	19	-	44809178	coding_mRNA	40.205979402059796	34.25337331334333	9.184079601990051	5.900945273631841	9.0	-0.4678669591871337	-2.4382802787704847	0.03645457255825589	0.707388162612915	34.0	1.8251082897186282	0.8519472432398574
10331	ENSG00000160007.13	19	+	47364264	coding_mRNA	25.81031896810319	12.209895052473767	5.736318407960199	1.8751243781094529	6.0	-1.1517498593233797	-1.6999637173182929	0.013447498756435474	0.5081090927124023	12.0	0.7271985411643982	0.4730625401244731
10335	ENSG00000160113.5	19	-	17356728	coding_mRNA	29.84071592840716	9.791604197901052	3.203980099502488	0.8431840796019899	3.0	-1.5207648743381506	-2.0204492374439145	0.004851280557435053	0.2275559902191162	6.0	0.32840144634246826	0.3281289973535734
10342	ENSG00000160392.9	19	-	40854297	coding_mRNA	32.183781621837824	18.771114442778607	4.303482587064677	3.4624378109452736	8.0	-1.1885848584724985	-2.4706571280066645	0.027190189977367787	0.7089328765869141	11.0	0.6508595943450928	0.5832476327157824
10345	ENSG00000160439.11	19	-	55574500	coding_mRNA	32.67233276672333	23.100449775112445	11.437810945273633	7.727363184079603	10.0	-0.9096765187948288	-2.0180507714475566	0.06979277373918764	0.950363039970398	19.0	1.2423702478408811	0.707033989279155
10352	ENSG00000160633.8	19	+	5623142	coding_mRNA	29.30926907309269	13.9880059970015	3.069651741293532	17.865124378109453	15.0	-1.2889532041836014	-2.2074967794750457	0.12644195573505548	1.2619258165359497	21.0	1.294281184673309	0.4772553679901611
10353	ENSG00000160877.5	19	+	13229101	coding_mRNA	27.199280071992803	15.29135432283858	0.9452736318407958	2.2419900497512444	7.0	-1.1545576543464833	-2.545511676897457	0.02107621797195801	0.6786996126174927	10.0	0.7069480419158936	0.5621970244199275
10356	ENSG00000160953.10	19	+	1354958	coding_mRNA	31.886311368863115	13.599700149925036	0.8109452736318408	0.3540796019900497	5.0	-1.505076430574607	-2.557652707123638	0.002398569305362321	0.4115242958068848	9.0	0.5353099107742311	0.4265059069580906
10357	ENSG00000160961.7	19	+	14800879	coding_mRNA	31.217978202179786	18.980509745127435	8.432835820895523	12.896716417910447	10.0	-1.1274109913900994	-2.099144946283369	0.10946128723810278	0.9212779998779296	23.0	1.4550819993019104	0.6079993272531059
10364	ENSG00000161265.10	19	-	36236319	coding_mRNA	18.67983201679832	15.022988505747126	4.019900497512437	2.4896019900497515	6.0	-0.42749150069816777	-1.7137720442529936	0.03402296254513708	0.7014107704162598	12.0	1.0295032262802124	0.8042357389636757
10366	ENSG00000161277.9	19	-	36545173	coding_mRNA	31.77272272772723	13.440779610194902	5.248756218905473	1.2778109452736321	5.0	-1.4283706387602677	-2.0666688105360187	0.0077576711028400904	0.3895852565765381	37.0	2.1418455839157104	0.423028889446276
10372	ENSG00000161618.5	19	+	49956530	coding_mRNA	27.052494750524946	12.53623188405797	3.661691542288557	9.84497512437811	10.0	-1.2224047400247209	-1.9697238242448265	0.06981279660063534	0.8420933485031128	22.0	1.3818091154098509	0.4634039115307363
10375	ENSG00000161671.12	19	+	50979768	coding_mRNA	31.052494750524946	22.344327836081963	10.477611940298509	3.8407462686567166	8.0	-0.8531945317030429	-2.015852220022856	0.03686873266243547	0.7838108539581299	29.0	2.107604920864105	0.7195662704589694
10385	ENSG00000166398.8	19	+	34745471	coding_mRNA	36.98990100989901	19.60919540229885	10.228855721393037	43.5273631840796	18.0	-1.4221075086648214	-2.189616707426992	0.2914019240481182	1.4727789163589478	14.0	0.8118244409561157	0.5301229488841065
10386	ENSG00000166704.7	19	-	58514188	coding_mRNA	33.38846115388461	15.075462268865568	7.611940298507463	6.83865671641791	9.0	-1.4970585419379852	-2.1071895787965005	0.045701392263022333	0.7357357740402222	21.0	1.2898876667022705	0.4515171334007886
10388	ENSG00000167378.4	19	-	44100178	coding_mRNA	26.924207579242076	13.615692153923039	6.880597014925373	26.275671641791053	15.0	-1.2466335108492994	-1.8775224240858164	0.23055371542307065	1.4050779342651367	20.0	1.3920813202857971	0.5057044711102441
10389	ENSG00000167380.12	19	+	44669257	coding_mRNA	36.895110488951104	27.716141929035484	15.472636815920398	7.750497512437812	11.0	-0.986967334628984	-2.303448576239211	0.08960813701340528	1.1827735900878906	36.0	2.700406789779663	0.7512144986619724
10390	ENSG00000167383.4	19	-	44952660	coding_mRNA	42.33636636336367	39.06946526736632	23.895522388059703	13.914029850746267	14.0	-0.377111756335432	-2.1287020302530544	0.18540484418217693	1.6160773038864136	39.0	2.814493954181671	0.9228346365874138
10394	ENSG00000167461.7	19	+	16222699	coding_mRNA	28.969103089691032	12.346826586706646	5.9850746268656705	4.714776119402986	8.0	-1.2850428080253269	-1.776860139856291	0.028178332071338175	0.6184678077697754	17.0	1.013209104537964	0.4262067261274789
10400	ENSG00000167491.13	19	+	19516596	coding_mRNA	30.621737826217373	15.038980509745127	3.850746268656717	2.617611940298508	4.0	-1.285627681331924	-2.2086930666396873	0.017817506867159973	0.33001279830932617	15.0	0.9005829095840454	0.4911210655349946
10402	ENSG00000167555.9	19	+	52901102	coding_mRNA	36.48865113488651	23.879560219890056	18.507462686567163	13.741194029850746	13.0	-1.2387770018645043	-1.7665573898239515	0.1326304257057869	1.27718186378479	28.0	1.9947366565465927	0.6544380095502901
10403	ENSG00000167562.7	19	+	53073540	coding_mRNA	34.38416158384162	22.053473263368314	9.18905472636816	9.254079601990052	10.0	-1.2055748886764348	-2.4633327117606774	0.08845999374190301	0.9777027368545532	21.0	1.555052399635315	0.6413846447758683
10404	ENSG00000167565.8	19	-	40950242	coding_mRNA	27.695130486951307	9.588705647176413	4.134328358208955	5.486865671641791	10.0	-1.4538148981833208	-1.891761944661686	0.03537342810582796	0.8029276132583618	26.0	1.5694101452827454	0.3462235230014235
10405	ENSG00000167578.12	19	+	41284152	coding_mRNA	29.612838716128394	12.991504247876062	3.5920398009950247	1.09273631840796	5.0	-1.371284287171564	-2.1467537684227103	0.0074376918003895	0.4125074148178101	11.0	0.7001593112945557	0.4387118834642606
10406	ENSG00000167595.10	19	+	36249078	coding_mRNA	29.634236576342374	16.06096951524238	3.512437810945274	12.371094527363185	12.0	-1.1575908001041275	-2.22778742408278	0.08998071416975496	1.0234153270721436	31.0	1.8124627470970156	0.5419734526943808
