	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
3707	ENSG00000156508.13	chr6:74215299-74233560,-	-	EEF1A1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	240622	39	coding	0.9808100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr6:74230741..74230799,-	7.06326303460963	18240	17960	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EEF1A1	189,6	22	9,1	15,8	33,6	76,54	7,142355549	2,321351194	TATA	CpG	EEF1A1	chr6
3708	ENSG00000156515.17	chr10:71029761-71171196,+	+	HK1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	314650	44	coding	0.9859700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:71078595..71078677,+	24.973454622369104	131875	14708	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HK1	205,4	48,4	9,28	29,5	68,3	104,88	2,352258426	1,119319809	TATA-less	CpG	HK1	chr10
3709	ENSG00000156599.6	chr11:57434956-57471347,+	+	ZDHHC5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	207877	28	coding	0.99356	ENCODE:FANTOM:GENCODE	3	chr11:57435441..57435628,+	12.231967233503699	35758	4731	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZDHHC5	88,9	32,9	16,18	25,6	42,2	58,66	0,648470352	0,726989337	TATA-less	CpG	ZDHHC5	chr11
3710	ENSG00000156603.10	chr11:57471186-57479687,-	-	MED19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	91293	5	coding	0.84249	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr11:57479677..57479698,-	4.06734454144413	8502	2474	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MED19	76,5	15,7	7,2	12	20,6	29,42	7,92385581	1,837781134	TATA-less	CpG	MED19	chr11
3711	ENSG00000156639.7	chr6:37787240-38133815,+	+	ZFAND3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	366219	32	uncertain	0.9932799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr6:37787458..37787587,+	6.29287724960235	343507	200724	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZFAND3	437,2	51,9	22,32	38,5	70,5	107,92	33,06313791	4,139228758	TATA-less	CpG	ZFAND3	chr6
3712	ENSG00000156642.12	chr15:73806758-73925794,-	-	NPTN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	465220	29	coding	0.9592200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:73925651..73925773,-	8.93395916308256	86539	25365	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NPTN	283,6	36,9	13,44	25,7	52,6	101,74	10,7673008	2,762069871	TATA-less	CpG	NPTN	chr15
3715	ENSG00000156735.6	chr8:38033596-38083241,+	+	BAG4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	101529	16	coding	0.38311999999999996	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:38034321..38034388,+	4.79319740612225	49646	16981	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BAG4	100,5	15,7	7,34	12	20,4	35,28	10,4953239	2,391518962	TATA-less	CpG	BAG4	chr8
3716	ENSG00000156795.2	chr8:124429014-124494607,+	+	WDYHV1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	78203	14	coding	0.99761	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:124429006..124429076,+	9.01683770791522	50457	6619	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@WDYHV1	66	9,8	3,3	6,8	13,2	20,4	11,79834542	2,058787491	TATA-less	CpG	WDYHV1	chr8
3717	ENSG00000156831.3	chr8:126104102-126389795,+	+	NSMCE2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	122043	37	uncertain	0.029110000000000004	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr8:126104076..126104117,+	13.291981281119401	283701	62369	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NSMCE2	66,1	16,9	7,2	12,6	21,6	33,34	3,699229964	1,339829595	TATA-less	CpG	NSMCE2	chr8
3718	ENSG00000156853.7	chr16:30613846-30621704,-	-	ZNF689	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	28094	6	coding	0.92609	FANTOM:GENCODE:HUBDMAP	3	chr16:30621663..30621718,-	2.1220164614368002	7859	3679	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF689	31,3	3,6	0,9	2,4	5,2	8,4	20,7825845	2,944448844	TATA-less	CpG	ZNF689	chr16
3719	ENSG00000260869.1	chr16:30534190-30621704,-	-	AC002310.13	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	49151	4	coding	0.92609	GENCODE:HUBDMAP:MITRANS	3	chr16:30621663..30621718,-	4.772292456165019	80365	12122	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF689	31,3	3,6	0,9	2,4	5,2	8,4	20,7825845	2,944448844	TATA-less	CpG	ZNF689	chr16
3720	ENSG00000156860.11	chr16:30669752-30685930,+	+	FBRS	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	96716	34	coding	0.98667	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:30669720..30669771,+	13.7199309005145	12443	7293	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p@chr16:30669720..30669771,+	27,9	4,4	1,4	2,9	6,7	12,8	4,843549686	1,863505116	TATA-less	CpG	chr16:30669720..30669771,+	chr16
3721	ENSG00000156873.11	chr16:30753039-30772490,+	+	PHKG2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	134096	22	coding	0.98321	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr16:30759700..30759771,+	9.55149198358538	18175	5377	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PHKG2	83,6	18,9	9,64	14	24,7	39,3	7,253350299	2,051601392	TATA-less	CpG	PHKG2	chr16
3722	ENSG00000156875.9	chr1:100503651-100552185,+	+	HIAT1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	243306	16	coding	0.86798	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:100503643..100503677,+	18.878100494767803	48535	9956	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HIAT1	155,5	32,4	14,14	24	44	71,16	5,751042569	1,845768636	TATA-less	CpG	HIAT1	chr1
3723	ENSG00000156928.4	chr7:23338358-23351348,+	+	MALSU1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	368621	9	coding	0.99234	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:23338925..23338973,+	2.82097958279948	12391	3517	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C7orf30	194,1	64,4	21,74	46	82,1	122,56	1,044294072	0,739309647	TATA-less	CpG	C7orf30	chr7
3724	ENSG00000156958.10	chr15:49447991-49660564,+	+	GALK2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	84639	36	coding	-0.68994	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:49447947..49448036,+	17.7820734031007	188233	26466	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GALK2	43,7	8,6	2,5	5,7	12	19,62	2,934415199	1,277806709	TATA-less	CpG-less	GALK2	chr15
3726	ENSG00000156973.9	chr2:232584872-232651482,-	-	PDE6D	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	38877	13	uncertain	0.9542799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr2:232645977..232646009,-	5.28686142381033	62610	26653	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PDE6D	20,8	6,3	2,1	4,5	8,9	13,76	0,841488157	0,831115567	TATA-less	CpG	PDE6D	chr2
3727	ENSG00000156976.10	chr3:186500698-186511558,+	+	EIF4A2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	1528058	41	coding	0.99723	FANTOM:GENCODE:MITRANS	3	chr3:186501357..186501378,+	11.741958534887099	9359	6306	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EIF4A2	1238,4	223,7	65,22	144,7	329,2	605,32	3,029322018	1,479364789	TATA	CpG	EIF4A2	chr3
3728	ENSG00000156990.10	chr3:9868342-9885692,-	-	RPUSD3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	159707	21	coding	0.983	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr3:9885670..9885708,-	8.44930253260846	13923	12019	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPUSD3	128,8	23,3	8,44	17,1	31,6	54,06	7,800422848	2,017794562	TATA-less	CpG	RPUSD3	chr3
3729	ENSG00000157014.6	chr3:10290143-10322958,+	+	TATDN2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	83951	11	coding	0.9787799999999999	FANTOM:GENCODE	2	chr3:10290124..10290223,+	8.62023928125759	32760	4937	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TATDN2	55,8	12,2	6,34	9,5	16,3	27,04	5,400398985	1,783080592	TATA-less	CpG	TATDN2	chr3
3730	ENSG00000272410.1	chr3:10290143-10327480,+	+	RP11-438J1.1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	82599	2	coding	0.9787799999999999	GENCODE	1	chr3:10290124..10290223,+	6.89457489139859	37338	3744	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TATDN2	55,8	12,2	6,34	9,5	16,3	27,04	5,400398985	1,783080592	TATA-less	CpG	TATDN2	chr3
3731	ENSG00000157020.13	chr3:10334815-10362796,-	-	SEC13	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	487021	29	coding	0.9987	ENCODE:FANTOM:GENCODE	3	chr3:10362736..10362809,-	10.6413654157533	21648	12306	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SEC13	322,4	64,9	28,5	42,2	124,1	204,56	1,217433377	1,242459921	TATA-less	CpG	SEC13	chr3
3732	ENSG00000157036.8	chr3:38537848-38589621,+	+	EXOG	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	56168	29	coding	0.99782	ENCODE:FANTOM:GENCODE:MITRANS	4	chr3:38537821..38537858,+	5.4885727941867195	46880	21010	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EXOG	29,9	7	1,7	4,6	10,3	17,9	1,342687902	1,101291816	TATA-less	CpG	EXOG	chr3
3733	ENSG00000157045.4	chr16:15131710-15149896,-	-	NTAN1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	110846	12	coding	0.99915	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:15149828..15149912,-	11.1353646074576	18187	2122	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NTAN1	102,3	12,8	3,2	7,9	20,8	37,12	10,2055198	2,461267545	TATA-less	CpG	NTAN1	chr16
3734	ENSG00000157077.10	chr1:52606906-52821693,+	+	ZFYVE9	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	85487	21	coding	0.98315	ENCODE:FANTOM:GENCODE:MITRANS	4	chr1:52607718..52607828,+	19.3788729837864	209432	16016	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZFYVE9	64,1	12,1	0,2	6,2	18,7	32,12	3,008552326	1,346826048	TATA-less	CpG	ZFYVE9	chr1
3735	ENSG00000157181.10	chr1:186344011-186535205,+	+	C1orf27	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	77485	49	coding	0.26098000000000005	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:186344945..186345054,+	23.831434300606798	135196	6956	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C1orf27	62,6	11,3	2,5	7,4	16,9	28,9	4,44613394	1,545639567	TATA-less	CpG	C1orf27	chr1
3736	ENSG00000157184.5	chr1:53662496-53679869,+	+	CPT2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	140199	3	coding	0.99279	FANTOM:GENCODE:HUBDMAP	3	chr1:53662457..53662533,+	4.09855148567582	17374	2699	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CPT2	161	18,1	8,74	13,6	25	41,94	31,56211461	3,983885129	TATA-less	CpG	CPT2	chr1
3737	ENSG00000157191.15	chr1:16767237-16801952,+	+	NECAP2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	288783	22	coding	0.9937799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:16767195..16767252,+	8.57733416162057	27584	18639	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NECAP2	184	41,2	14,8	25,9	61,2	106,62	2,297054266	1,368412864	TATA-less	CpG	NECAP2	chr1
3738	ENSG00000157212.14	chr7:154730321-154795636,-	-	PAXIP1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	21367	21	coding	0.061579999999999996	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:154794827..154794875,-	20.5422883303623	65316	11298	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p2@PAXIP1	10	1,5	0,08	1	2,3	4,2	7,190020066	2,051892587	TATA-less	CpG	PAXIP1	chr7
3739	ENSG00000157216.11	chr1:54679124-54879152,-	-	SSBP3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	127937	46	coding	0.84778	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:54872059..54872122,-	19.896465381477803	189409	88271	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SSBP3	90,8	12,1	3,44	7,7	20,8	44	5,558214757	2,083552046	TATA-less	CpG	SSBP3	chr1
3740	ENSG00000157224.11	chr7:90012992-90142716,+	+	CLDN12	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	106485	15	coding	0.9931399999999999	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr7:90032735..90032793,+	9.25495156649369	109917	3518	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CLDN12	86	14,1	0,3	5,8	22	41,48	3,844184217	1,590752843	TATA-less	CpG-less	CLDN12	chr7
3742	ENSG00000157259.6	chr7:92076801-92090724,+	+	GATAD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	164598	8	coding	0.9989399999999999	ENCODE:FANTOM:GENCODE	3	chr7:92076740..92076834,+	3.4683880356371097	12208	5431	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GATAD1	109,4	21,9	7,2	15,3	30,9	51,62	3,982840222	1,529581408	TATA-less	CpG	GATAD1	chr7
3744	ENSG00000157326.14	chr14:24422979-24462150,+	+	DHRS4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	174581	16	coding	0.92064	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr14:24422938..24422986,+	9.78558370727573	39138	3022	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DHRS4L2,p1@DHRS4	196,7	25,7	7,54	17,1	36,7	56,96	13,52050425	2,02381534	TATA-less	CpG	DHRS4	chr14
3745	ENSG00000187630.10	chr14:24422979-24506699,+	+	DHRS4L2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	185853	14	coding	0.92064	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:24422938..24422986,+	16.4277018909576	67533	7584	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DHRS4L2,p1@DHRS4	196,7	25,7	7,54	17,1	36,7	56,96	13,52050425	2,02381534	TATA-less	CpG	DHRS4	chr14
3746	ENSG00000157343.4	chr6:35694840-35716856,+	+	ARMC12	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	6372	20	coding	0.8252299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr6:35699291..35699315,+	4.14543922052652	21843	6726	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p@chr6:35699291..35699315,+	4,4	0,4	0	0	0,8	1,7	6,404003429	2,106699558	TATA-less	CpG	chr6:35699291..35699315,+	chr6
3747	ENSG00000157349.11	chr16:70323556-70369373,+	+	DDX19B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	150602	22	coding	0.9868299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:70333059..70333130,+	13.373917193436998	44025	9910	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DDX19B,p2@DDX19A	107,5	25,4	14,6	20,5	31,5	44,92	11,23285783	2,316545836	TATA-less	CpG-less	DDX19A	chr16
3748	ENSG00000260537.1	chr16:70323556-70407428,+	+	RP11-529K1.3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	148166	9	coding	0.9868299999999999	ENCODE:FANTOM:GENCODE	3	chr16:70333059..70333130,+	24.558076003090402	83873	7267	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DDX19B,p2@DDX19A	107,5	25,4	14,6	20,5	31,5	44,92	11,23285783	2,316545836	TATA-less	CpG-less	DDX19A	chr16
3749	ENSG00000157353.12	chr16:70488498-70514177,+	+	FUK	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	21852	14	coding	0.93795	FANTOM:GENCODE:HUBDMAP	3	chr16:70488480..70488513,+	21.578752624218897	25680	4439	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FUK	23,1	2,8	0,7	1,7	4,6	8	8,984366448	2,194129677	TATA-less	CpG	FUK	chr16
3750	ENSG00000157379.9	chr14:24756471-24769948,-	-	DHRS1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	76739	18	coding	-0.03617	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr14:24768913..24769000,-	7.4676818463199695	13478	5427	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DHRS1	102	10,6	3,3	6,8	16,4	32,44	16,2415568	3,073103851	TATA-less	CpG	DHRS1	chr14
3751	ENSG00000157426.9	chr4:57199087-57253636,-	-	AASDH	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	67632	19	coding	0.7501800000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr4:57253587..57253670,-	14.454192450048001	54550	8867	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AASDH	59,5	10,5	3,1	6,4	14,8	24,3	6,517628394	1,715462971	TATA-less	CpG	AASDH	chr4
3752	ENSG00000157429.11	chr16:71477573-71598843,-	-	ZNF19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	16576	16	coding	0.9399700000000001	ENCODE:FANTOM:GENCODE	3	chr16:71518504..71518542,-	14.7227703379349	121271	19180	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF19	11,2	1,4	0	0,7	2,2	3,96	9,474131984	2,428118024	TATA-less	CpG-less	ZNF19	chr16
3753	ENSG00000261611.3	chr16:71481486-71523227,-	-	AC010547.9	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	10919	9	coding	0.9399700000000001	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr16:71518504..71518542,-	12.024201144551698	41725	5880	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF19	11,2	1,4	0	0,7	2,2	3,96	9,474131984	2,428118024	TATA-less	CpG-less	ZNF19	chr16
3754	ENSG00000157450.11	chr15:59156987-59389813,+	+	RNF111	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	84999	25	coding	0.9897100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr15:59279881..59279928,+	15.8306503689258	166270	5873	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RNF111	38,9	7,8	3,3	5,6	11,3	17,46	4,293332736	1,556710643	TATA-less	CpG	RNF111	chr15
3755	ENSG00000157500.6	chr3:57261794-57312112,+	+	APPL1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	135600	24	coding	0.8858600000000001	FANTOM:GENCODE:MITRANS	3	chr3:57261743..57261824,+	22.445496649718198	50049	9042	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@APPL1	79,2	15,8	5,14	11,1	23,8	41,78	2,504361317	1,374918356	TATA-less	CpG	APPL1	chr3
3756	ENSG00000157538.9	chr21:38589736-38640428,-	-	DSCR3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	157065	32	coding	0.9738100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:38639601..38639667,-	9.7627816891974	47839	7073	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DSCR3	77,5	21,1	10,4	16	27,5	39,76	4,635057305	1,558615352	TATA-less	CpG	DSCR3	chr21
3757	ENSG00000157540.15	chr21:38737139-38909325,+	+	DYRK1A	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	118056	56	coding	0.95294	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:38739047..38739108,+	16.369019753424002	172187	27425	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DYRK1A	50,6	6,1	1,6	3,7	11,5	18,9	7,20332949	2,04119294	TATA-less	CpG-less	DYRK1A	chr21
3758	ENSG00000157593.12	chr6:44221833-44225265,-	-	SLC35B2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	259017	9	coding	0.99631	ENCODE:FANTOM:GENCODE:MITRANS	4	chr6:44225231..44225280,-	3.1762079600342	3433	2183	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC35B2	350,5	37,3	4,88	18,7	68,8	124,8	6,496544686	1,871311889	TATA-less	CpG	SLC35B2	chr6
3759	ENSG00000157637.8	chr17:79218013-79269351,-	-	SLC38A10	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	231309	23	coding	0.96598	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:79269069..79269121,-	15.0751229594066	51087	17266	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC38A10	211	28,9	11,1	20	40,3	65,12	13,30357861	2,440001495	TATA-less	CpG	SLC38A10	chr17
3760	ENSG00000157741.10	chr7:138915983-138993845,+	+	UBN2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	40539	26	coding	0.93671	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:138915971..138916005,+	17.209523541333002	77128	14692	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@UBN2	45,9	4,7	1,3	2,9	8,6	18,18	6,600759036	2,140714261	TATA-less	CpG	UBN2	chr7
3761	ENSG00000157778.4	chr7:1606966-1611014,-	-	PSMG3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type3:tri-exonic	tier4_stringent	57880	6	coding	0.21243	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr7:1609591..1609690,-	1.30989945945305	4049	1683	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PSMG3	61,7	7,5	2,6	4,8	11,7	23,02	8,234021411	2,238811013	TATA-less	CpG	PSMG3	chr7
3762	ENSG00000157800.13	chr7:139991213-140104233,-	-	SLC37A3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	41119	38	uncertain	0.9942799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:140098257..140098342,-	20.7533510101055	104789	7232	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SLC37A3	38,5	6,6	1	4	9,5	15,16	4,456851795	1,347059325	TATA-less	CpG	SLC37A3	chr7
3763	ENSG00000157823.12	chr15:90373098-90437226,-	-	AP3S2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	193860	17	coding	0.97783	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:90437195..90437261,-	9.088662800383279	63396	9237	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AP3S2,p1@C15orf38-AP3S2	105,6	30,6	16,1	23,6	39,2	57,1	2,534860622	1,167598543	TATA-less	CpG	C15orf38-AP3S2	chr15
